mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
13.532228,19.948137,76.72111,374.15146,0.08368309,0.1278488,0.063819684,0.0354685,0.15524246,0.059287425,0.34095073,1.4839594,2.5091245,31.593285,0.0071839313,0.023692967,0.020081118,0.011305636,0.015400742,0.0033664329,13.175173,22.75993,108.285225,1024.068,0.12769072,0.15109962,0.4404532,0.09903344,0.2715748,0.0871568
13.245304,21.621206,69.1883,242.03618,0.084279396,0.123510495,0.061701696,0.044352558,0.15670553,0.060019843,0.3087736,1.4802463,2.6771677,19.939915,0.0077125193,0.018442042,0.013759181,0.011200833,0.011722301,0.0032565736,11.613745,18.040586,101.50715,921.5557,0.12263123,0.12168922,0.47921073,0.08041149,0.27259418,0.080071904
12.479695,23.183516,56.829468,116.301414,0.080606066,0.117815405,0.050520074,0.06636643,0.15960762,0.058267705,0.43354133,1.4808196,2.3858535,13.317686,0.008551554,0.013337829,-0.008148817,0.009462466,0.011279693,0.0028406687,9.449375,17.931223,81.48065,869.4554,0.12354435,0.09646263,0.5163931,0.040449914,0.25652933,0.0788121
13.414549,21.034597,68.06243,289.4243,0.0840567,0.10881233,0.068635374,0.04713745,0.16068967,0.058474045,0.40456355,1.5923628,2.572126,21.778767,0.0077462667,0.017291076,0.008308636,0.007650302,0.01564115,0.0024584825,13.077433,20.802546,95.56038,748.4292,0.12786852,0.15079273,0.42342585,0.066197574,0.25076184,0.08210246
13.595997,18.83132,66.536644,217.80888,0.0800714,0.1282175,0.03193887,0.029568024,0.14749818,0.059978828,0.35067865,1.5391414,2.4571407,15.6240635,0.008207097,0.022641173,0.012403078,0.010298623,0.013391613,0.0030182349,10.942148,20.788105,100.18476,679.75183,0.12332134,0.13630165,0.42956102,0.06897572,0.26609597,0.083311826
13.502556,21.70678,69.012,326.53906,0.07905619,0.14043199,0.059651673,0.039688215,0.1508403,0.057849042,0.33016753,1.6753533,1.9930397,22.813894,0.007117361,0.019254157,0.0014735648,0.011952656,0.01095226,0.003339764,11.4804,20.294556,103.34796,912.39935,0.12247035,0.13135001,0.53437096,0.09068256,0.28090596,0.08325797
13.10156,20.63925,71.36033,108.31155,0.073082194,0.1263677,0.036365256,0.039921176,0.15678157,0.058263145,0.34053916,1.6470304,2.0251582,14.482456,0.007922998,0.018603405,0.0024670232,0.009665104,0.010557771,0.0021280437,10.711724,19.141884,93.510956,904.0836,0.12183086,0.104591645,0.49803835,0.07602768,0.24147423,0.0789865
14.397801,19.675549,79.771255,322.90305,0.082229406,0.13631806,0.052748766,0.03846301,0.15831372,0.05949584,0.37416446,1.3456591,2.2329657,30.201878,0.0070629288,0.024456179,0.0153577365,0.010700662,0.014391113,0.0036241899,12.615636,23.006954,103.739204,897.03125,0.12486096,0.16892603,0.43317613,0.110706516,0.26974154,0.08512257
12.60897,22.96229,56.439857,97.77529,0.07492375,0.14481573,0.018283002,0.06011385,0.14728771,0.057996728,0.30063048,1.5668765,2.5791643,19.604631,0.008483121,0.019912913,-0.008129908,0.011660241,0.009836307,0.003627202,9.279049,15.515093,97.851425,889.59735,0.121529415,0.0770024,0.6148474,0.07404837,0.22787732,0.077335395
13.402974,18.826475,69.141174,187.26076,0.07901308,0.12940784,0.06048879,0.031186484,0.14645614,0.059348606,0.43175352,1.3902897,2.50312,6.0143657,0.008177614,0.02062073,0.013747189,0.01053504,0.014191252,0.0031801325,12.803031,19.994154,98.6772,725.3734,0.121544816,0.1154296,0.42082012,0.07728116,0.24663675,0.084626034
11.972544,23.219429,57.0758,114.95559,0.07971877,0.12973142,0.045830086,0.06360339,0.16653785,0.058307603,0.3732549,1.7235593,2.4564745,8.92466,0.008101056,0.015722431,0.002347704,0.008952926,0.0109003065,0.0028222583,11.017029,19.161753,99.516174,839.3211,0.12853587,0.09505337,0.46943113,0.04418176,0.24998522,0.07800284
13.88632,21.656172,70.76991,179.18376,0.07606176,0.14705181,0.03180258,0.038436353,0.15141295,0.058361858,0.40182897,1.5710862,2.4619937,16.44888,0.008159725,0.015926529,0.0036770552,0.010940576,0.0113814315,0.0029785673,10.489069,20.183912,89.80174,901.92303,0.12818506,0.14241785,0.49616793,0.09084345,0.2561982,0.08352452
13.959423,19.964422,83.6096,476.87595,0.086327374,0.120631844,0.072630405,0.027277889,0.15631743,0.060480587,0.31642354,1.5023766,2.452939,31.323195,0.0061710947,0.022844581,0.018731497,0.010581601,0.015826436,0.0034645714,13.346997,23.120436,115.92379,919.87335,0.12394144,0.18731841,0.3510267,0.114053264,0.2762847,0.08390463
13.489204,20.275513,76.928444,338.45193,0.08137047,0.13404962,0.04483066,0.040430468,0.16266595,0.05949984,0.38492432,1.4961818,2.3766434,25.592554,0.007426822,0.020682162,0.012103045,0.009522368,0.014638046,0.0033445796,12.475387,22.886454,102.628075,857.12024,0.12684555,0.17022881,0.41662487,0.099888496,0.2692117,0.08274511
13.852745,20.001062,75.17169,338.167,0.07939674,0.12759158,0.032607287,0.030883394,0.1527801,0.05942889,0.3477488,1.6157774,2.1211193,15.800236,0.0066716173,0.017474936,0.011097133,0.0111445915,0.012959669,0.0032378605,10.479453,20.849627,106.67988,885.60486,0.1272358,0.15473974,0.37875,0.10808473,0.26767424,0.085183315
14.2479105,18.892267,81.03096,463.13278,0.08708757,0.12519322,0.06602814,0.029661957,0.15776002,0.060415436,0.3605428,1.3849562,2.3784118,32.381924,0.007095505,0.02467012,0.026023459,0.012324237,0.017533498,0.0033996133,14.544125,24.51833,114.92339,894.2745,0.12942575,0.18577217,0.36843017,0.11351559,0.27518,0.08567793
13.8671255,20.227757,71.280235,127.45693,0.07896133,0.12805976,0.045812394,0.041092176,0.14696017,0.060279932,0.40662012,1.3917564,2.4784288,10.055506,0.007911933,0.021788895,0.0053215325,0.011686746,0.012880672,0.0032309296,9.787466,18.944092,90.74221,836.57416,0.12608774,0.09030581,0.47100934,0.08355662,0.24535836,0.084373385
14.287913,18.63942,65.176605,186.55437,0.06894475,0.13430604,0.04252602,0.015719773,0.12508334,0.056534797,0.4138129,1.5688881,2.1286626,-1.1350293,0.008902721,0.018567521,0.0049814675,0.010132268,0.011164735,0.0029747877,8.038351,16.608854,105.11069,673.9303,0.115674585,0.05526931,0.47376716,0.097088486,0.22956425,0.084300414
14.325429,19.442625,82.43125,303.0683,0.082537666,0.12232958,0.046647705,0.037651952,0.15162905,0.05856243,0.3273874,1.5216954,2.5119343,18.798271,0.007988008,0.023214215,0.017327135,0.01235517,0.013962735,0.0032556653,13.008909,22.01085,104.69447,878.5833,0.1276791,0.15669544,0.4227454,0.10541805,0.27030033,0.084634684
13.828461,20.5546,76.29952,372.4378,0.088694915,0.11717629,0.07567225,0.044906337,0.16725788,0.05854567,0.38071948,1.5195712,2.6721668,29.244164,0.008096935,0.017809523,0.015785554,0.009970724,0.014995576,0.0029159398,13.911579,23.39373,106.51856,847.8751,0.12831649,0.15954962,0.39542338,0.08543976,0.28000855,0.080725566
12.962034,23.422132,67.12831,225.29726,0.08350972,0.1332597,0.05052986,0.069347985,0.16916211,0.057983946,0.41295066,1.5283664,2.3706388,11.012909,0.007870385,0.01797896,-0.0025135893,0.010617398,0.011363706,0.0035215933,10.789551,21.04585,89.733086,860.13245,0.12377058,0.14061545,0.5388488,0.072216146,0.26283783,0.07915861
12.799627,19.804537,72.45994,201.89195,0.080902085,0.13828593,0.03688493,0.035285886,0.15148179,0.059214763,0.35639322,1.4622325,2.202,16.125042,0.006980383,0.018592454,0.011892134,0.011211291,0.011991443,0.0034707023,12.580572,21.096172,107.636856,1010.0629,0.12678964,0.15073182,0.47039312,0.09633974,0.26166,0.086461335
13.706885,20.577387,59.960133,149.2801,0.07606684,0.11875915,0.04212779,0.018826993,0.13728842,0.05713762,0.37549135,1.596329,2.966673,0.9204974,0.007958517,0.01724605,0.005093619,0.009975514,0.0148160225,0.0030207867,10.350384,17.715649,95.98642,749.2814,0.12546416,0.08389301,0.44276658,0.06716874,0.25127184,0.08497546
14.537748,20.277811,80.36214,367.7061,0.08449428,0.11732533,0.07612447,0.040851675,0.15125635,0.059920408,0.360436,1.4394196,2.560729,31.43931,0.0065625943,0.027179005,0.009786362,0.011481792,0.014584309,0.0034927337,12.684146,21.424713,99.18367,893.83905,0.12367088,0.17943081,0.4461962,0.10780083,0.271181,0.08378967
14.29372,23.164854,69.052666,319.9027,0.08570922,0.13658956,0.048724696,0.04957133,0.158237,0.06007213,0.29407462,1.4744606,2.3195624,38.679565,0.006370335,0.016504575,0.00024419473,0.011073517,0.012055832,0.00290606,11.310372,20.911524,104.93324,1156.6416,0.12635684,0.1298484,0.46439466,0.08799626,0.2695611,0.082001604
13.938531,19.62431,73.65575,283.17117,0.08108787,0.12534204,0.046128742,0.025222555,0.14474498,0.060108673,0.36840042,1.5043344,2.3473115,26.738832,0.0078218365,0.020284561,0.012868183,0.010894996,0.014407547,0.0029384743,11.288084,21.216547,105.43115,797.8098,0.1275791,0.12921709,0.40567246,0.08931007,0.25455466,0.08408186
13.962628,19.620653,73.665504,108.23446,0.07307212,0.13319826,0.043483846,0.035901044,0.14021899,0.059001263,0.42146873,1.3094336,2.67326,7.215095,0.008156328,0.02273828,0.009872286,0.010761953,0.011178689,0.0028120705,8.698773,17.898123,87.51759,774.62885,0.121603884,0.090117864,0.4898504,0.092753045,0.23781541,0.083564356
13.956696,20.74065,78.846985,460.67636,0.0856944,0.12081398,0.06646352,0.047128223,0.16285005,0.059232198,0.34013945,1.3925552,2.8561475,37.165607,0.006897559,0.02088308,0.019631647,0.012357747,0.014235859,0.003322648,13.476183,21.450237,108.21696,961.3463,0.13140462,0.14768447,0.41010088,0.11702872,0.26500592,0.084917724
13.881904,20.344698,72.09049,226.97374,0.08076661,0.1243526,0.039029147,0.041146655,0.15528454,0.057666678,0.3530371,1.5834446,2.157398,18.901049,0.007520203,0.01912125,0.0052580386,0.010617381,0.013950783,0.0033629842,12.533355,21.552704,100.65539,928.3703,0.12586749,0.14912136,0.45432153,0.08902699,0.25254548,0.08110094
13.434182,20.71355,69.39426,162.71013,0.083730415,0.12609094,0.052974172,0.045648854,0.16112556,0.05887023,0.2974984,1.4430228,2.255254,17.01385,0.007766945,0.018191826,0.005495567,0.01039625,0.01172506,0.0025495205,12.420847,20.249678,105.609955,814.3137,0.12212163,0.13082157,0.45654783,0.06144974,0.2736388,0.07995856
13.242612,22.916819,63.056347,197.90193,0.0821475,0.13476628,0.059119646,0.056128897,0.15538737,0.057757944,0.35780427,1.548068,2.5660992,13.265137,0.008225363,0.014836474,-0.009235343,0.011603491,0.012493375,0.0030998036,10.435281,17.23421,103.76208,804.91516,0.121274345,0.12534349,0.5536866,0.08106262,0.24541728,0.078290574
12.797516,21.259005,62.873463,36.80123,0.07391572,0.12911002,0.030379064,0.051113233,0.15675852,0.055994842,0.41661814,1.5713543,2.333485,-14.588448,0.008788971,0.013004328,-0.0053984094,0.010033111,0.009197109,0.0024726146,8.054349,17.851246,82.67222,713.1379,0.118889146,0.07853063,0.5240076,0.042726886,0.2556703,0.080870636
12.809553,21.64978,71.63737,295.979,0.08921246,0.12781154,0.036384605,0.049798533,0.16434155,0.06088279,0.32683906,1.5775815,2.2249777,21.432396,0.0075694034,0.016834302,0.006494999,0.011371241,0.013039685,0.0033460797,12.90313,22.43859,108.553986,920.27893,0.12622142,0.16902828,0.42603844,0.059985787,0.28190386,0.083159626
14.703801,18.419077,76.971115,308.52997,0.0775323,0.12797828,0.048414297,0.023387486,0.14457542,0.057744503,0.4117565,1.4956669,2.4407718,25.328503,0.008058364,0.020013776,0.018068587,0.011247199,0.016629083,0.003325867,12.637956,21.37017,106.55941,782.3135,0.13075657,0.11702164,0.42989188,0.117173746,0.24650511,0.08223836
13.66622,21.252243,70.73187,292.49216,0.08129432,0.1160196,0.07548672,0.04192838,0.15275016,0.0583213,0.41540784,1.5227396,2.6544843,8.595543,0.007866503,0.019903395,0.009663656,0.011135145,0.012904535,0.00274936,10.275937,19.163029,88.97766,892.4913,0.12001986,0.1322358,0.47354347,0.08824743,0.26010498,0.0806884
14.165483,21.598387,68.46625,289.53818,0.081656255,0.13238572,0.07449597,0.04246328,0.15552202,0.058740225,0.34203508,1.4220177,2.6469762,28.148413,0.008100458,0.01899168,0.010449398,0.011209663,0.013359431,0.0032530932,11.871697,20.240667,110.47672,1025.3077,0.12154284,0.13999358,0.48044586,0.106810816,0.26727328,0.08206129
12.87965,21.379904,60.884045,286.3999,0.08113942,0.12422497,0.061311297,0.046070855,0.15291996,0.057914626,0.40371394,1.3501781,2.6642225,16.71914,0.007949897,0.021318886,0.01160481,0.011672567,0.011899408,0.0038369044,10.39078,18.646149,94.24327,860.76984,0.120155245,0.092801295,0.5293409,0.0861579,0.26207283,0.081340685
12.871287,20.699213,69.68009,418.14474,0.08174506,0.1327077,0.037467763,0.04023358,0.14945814,0.05811774,0.3176663,1.5618099,2.4773054,30.96971,0.0074629607,0.024874499,0.009328688,0.010761091,0.014662002,0.0038582622,12.577894,20.912457,108.48426,882.1633,0.13067825,0.14969073,0.43929073,0.09825536,0.272361,0.08306554
13.003295,20.920546,72.15954,243.45909,0.08137811,0.13856284,0.054564547,0.046281856,0.16040443,0.059071667,0.37809253,1.5022465,2.3359609,11.3862915,0.007988937,0.018085837,0.011133039,0.011641639,0.013289684,0.0032292525,12.013526,21.394955,100.77179,831.52814,0.12256851,0.1575641,0.46921176,0.080572374,0.26290137,0.08153665
13.591055,21.566465,63.767246,133.90443,0.08129133,0.12684788,0.04472065,0.041556917,0.15273795,0.056755673,0.34978774,1.5578791,2.8172567,18.28933,0.008559261,0.016369507,-0.0012712645,0.00939934,0.010948327,0.0023545236,11.127911,20.980757,104.8547,852.1837,0.12499415,0.05995085,0.47800788,0.069802955,0.25740743,0.08063636
13.925666,20.91867,73.339226,228.4286,0.08389406,0.13514906,0.02903442,0.04061808,0.15006264,0.05757272,0.2998842,1.4833176,2.7833903,16.095356,0.007618556,0.021103239,0.009222224,0.012113011,0.01210724,0.0037308056,12.251857,20.687943,106.06491,943.2776,0.1210561,0.10973101,0.5124185,0.10025767,0.26756033,0.08339049
13.347046,20.40996,67.09699,63.1791,0.07671749,0.112784296,0.04488611,0.04599532,0.1507706,0.056220405,0.50042427,1.5871149,2.4601815,-4.1540456,0.009958306,0.016695192,0.006480735,0.010003934,0.011522045,0.0023251807,9.247496,19.23578,81.02256,634.47235,0.12539358,0.07449139,0.54586935,0.071463004,0.24521564,0.08014899
12.644543,21.111162,64.58171,137.28117,0.07708111,0.11652119,0.045766205,0.038464893,0.15716764,0.05868978,0.46538904,1.4174787,2.3277087,6.6324916,0.007961782,0.015371352,0.012574213,0.010255239,0.012728766,0.0026634096,8.231384,18.562862,87.98129,753.40173,0.12115701,0.0908395,0.4341087,0.055707283,0.24043246,0.0796542
13.715802,20.36704,76.10108,316.66553,0.09063192,0.12400656,0.04419345,0.045298785,0.15876713,0.059717506,0.33849853,1.5208541,2.26179,27.834856,0.0068298695,0.018026397,0.013760844,0.0116119115,0.0139615815,0.0030534803,13.879844,23.105707,113.41912,929.0947,0.13201293,0.16936813,0.40862948,0.08525286,0.2778259,0.08514967
12.721212,22.705418,62.91392,175.93843,0.08258173,0.11958466,0.05135549,0.05238165,0.16261011,0.058137525,0.41190398,1.5044321,2.5530908,7.970432,0.008370925,0.018889574,0.001947567,0.0098377615,0.011390362,0.0032014411,10.358262,18.319563,90.64789,813.4006,0.12057258,0.08855083,0.5182487,0.055016927,0.26031408,0.0784248
12.230706,22.88823,61.490303,137.96718,0.08115631,0.13678165,0.054921743,0.057823215,0.15838373,0.059745084,0.28940645,1.5560627,2.2212634,9.500313,0.007838373,0.019591115,-0.0036693234,0.011604325,0.00889399,0.0030908566,10.511561,17.64231,91.57755,977.7374,0.11786301,0.07554627,0.52238965,0.0419116,0.26479712,0.080342814
14.006338,18.552643,82.58799,477.02518,0.081186816,0.12654017,0.061987635,0.024324574,0.15096675,0.059794936,0.32049164,1.4608392,2.6075442,27.93923,0.0073617916,0.023153936,0.022845892,0.012119734,0.017223444,0.003652435,13.515868,22.153708,112.41335,833.94244,0.1269161,0.17902397,0.377876,0.11500911,0.26163876,0.08397299
13.58649,19.929823,76.73403,361.25778,0.08032819,0.116106205,0.04574828,0.035158526,0.15431516,0.059739403,0.307488,1.5438076,2.1821883,33.830456,0.0062841624,0.020235214,0.016104614,0.011263485,0.013827204,0.003362012,12.367385,20.72963,107.14181,1007.14667,0.12275053,0.17070077,0.40867564,0.09339251,0.26276314,0.08219659
13.535797,20.256163,69.314255,209.54,0.08002862,0.12226861,0.06434792,0.028721735,0.15579797,0.05995626,0.36725733,1.4531728,2.434884,18.362812,0.007737006,0.01792008,0.017414821,0.011650956,0.012752411,0.0027588243,11.270346,20.54077,99.767746,830.5103,0.12339907,0.07657816,0.40574884,0.07703321,0.27412856,0.083181866
13.070806,20.486776,69.26116,253.81453,0.0789213,0.12471509,0.041644584,0.04498225,0.16507316,0.05882177,0.32754138,1.4970528,2.2988224,21.40785,0.00747919,0.02028873,0.01456205,0.010724012,0.0141712865,0.0030999545,11.833327,20.66136,104.431786,884.63824,0.12641121,0.1303366,0.42284638,0.09116851,0.26230803,0.08058575
12.870632,19.80498,75.70357,201.81224,0.08200686,0.12057689,0.026964124,0.04185781,0.16088034,0.05781052,0.40123263,1.5661187,2.3179164,7.3119216,0.007859263,0.01821468,0.009650135,0.010602086,0.012365118,0.0033579697,11.411819,20.647675,93.38701,711.6017,0.12749042,0.1266541,0.43615052,0.07262035,0.26643798,0.08458085
13.241399,20.32663,72.32784,256.35284,0.08828495,0.13638125,0.050192337,0.048193254,0.16110697,0.0587309,0.30823204,1.3979753,2.1891272,18.42366,0.0069698007,0.021516336,0.013661828,0.011956758,0.011568838,0.0031795427,12.64312,21.335413,112.051025,904.8655,0.12281477,0.154513,0.47064233,0.088953845,0.27509212,0.08379239
13.630948,21.657162,64.88083,326.85547,0.08451201,0.1387212,0.06212123,0.03997112,0.14990094,0.059088748,0.33453512,1.4940916,2.4261625,30.942047,0.007612722,0.02127935,0.0014493262,0.011239112,0.013506344,0.0033479186,12.33256,20.075895,112.3888,869.88635,0.12458633,0.13762733,0.5108787,0.089704126,0.2650071,0.08202729
13.66277,21.26192,72.58039,259.6672,0.07789203,0.14453228,0.01663442,0.042332105,0.150323,0.05893828,0.32299313,1.6912928,2.1059616,20.67478,0.006918618,0.023316497,-0.0035178233,0.011381818,0.012001839,0.0039674756,10.572665,20.943575,104.347206,957.624,0.12591028,0.16346467,0.5309325,0.10655283,0.2582344,0.08182392
13.883529,18.695541,77.56875,375.94415,0.07724047,0.110535674,0.06583701,0.019666186,0.14979887,0.05949362,0.3829204,1.5153282,2.2661192,24.207342,0.0069267033,0.024228808,0.021673113,0.011023599,0.016080111,0.003461449,12.688703,21.477806,100.09955,797.86365,0.12593797,0.13779028,0.3459159,0.10427197,0.24889222,0.08473541
13.838354,21.336205,66.5839,193.50444,0.07595041,0.13081491,0.043757632,0.036193125,0.14741467,0.058303874,0.3592107,1.4215798,2.4418874,27.766586,0.0073365937,0.021305,0.010207459,0.010869484,0.0110830795,0.0030769666,9.807259,18.726738,91.42729,1018.44147,0.12231586,0.103016995,0.5135929,0.10018795,0.25089052,0.08215899
13.197367,21.89121,70.2594,188.11137,0.07958468,0.14806575,0.053971343,0.04274955,0.1476811,0.05930245,0.33371183,1.440549,2.0235372,28.795033,0.007129603,0.021132372,0.0054837205,0.012436414,0.010626502,0.003281303,11.690556,19.469524,104.98922,957.3411,0.12119747,0.117927365,0.5243516,0.098620534,0.25326887,0.08212066
11.812753,23.336512,61.599773,210.50166,0.079704076,0.13216569,0.050173514,0.06157661,0.17226811,0.05779349,0.404108,1.6894716,1.9608897,17.861246,0.007055752,0.01757621,-0.007674223,0.0088133775,0.011581307,0.002721949,11.98325,20.487589,93.88058,990.2079,0.12549116,0.1424621,0.50252277,0.04639608,0.2393906,0.07954915
14.650982,18.141037,75.22531,328.4449,0.0827647,0.103334345,0.050819445,0.01105143,0.13638206,0.057986073,0.35360542,1.7179772,2.4375677,23.071201,0.007975652,0.017529016,0.018446952,0.009813241,0.014642807,0.0025814602,13.623206,22.200617,114.8362,759.98285,0.13150577,0.120048024,0.3878813,0.09614428,0.27770597,0.082271874
14.341891,19.848467,75.00432,342.2977,0.082184106,0.11136594,0.0695549,0.03399523,0.1489371,0.058512695,0.34464908,1.3054042,2.52006,19.099485,0.0074719824,0.02685286,0.019197641,0.011214368,0.012823647,0.0030808821,11.726283,20.261255,102.38869,819.843,0.12161325,0.11858884,0.4016651,0.10685361,0.25524664,0.08336793
13.075225,21.559713,71.97352,211.79991,0.08251477,0.121713996,0.05410625,0.04211919,0.15757301,0.060880445,0.36583823,1.4527779,2.6971185,11.9056015,0.0077714915,0.022009676,0.010356443,0.010356537,0.012344664,0.0028962968,10.862692,20.621763,92.615974,961.4248,0.12718892,0.14388257,0.41735494,0.07069469,0.25713733,0.08318125
12.978473,22.860106,68.30547,292.26547,0.082207456,0.14490227,0.047721248,0.05325705,0.16513593,0.059115063,0.32360363,1.7217456,2.1729712,26.260746,0.0071840947,0.016149132,0.00032093198,0.010858125,0.012447616,0.0032521419,11.816788,22.161556,104.68406,995.4473,0.13010322,0.14731066,0.49523777,0.07862415,0.2763993,0.0809612
13.243709,23.09847,64.736496,47.517235,0.07770804,0.12526539,0.04349502,0.056059297,0.16884716,0.05725294,0.32471648,1.6198512,2.0699465,17.891937,0.00762353,0.016187966,-0.004385555,0.009415807,0.011531361,0.0019745023,11.47837,20.89072,101.83471,940.53876,0.123504795,0.09897884,0.47166523,0.053787306,0.24936661,0.076909974
13.254103,21.479807,58.66597,196.49577,0.0753718,0.14283672,0.039424267,0.04445646,0.15062065,0.05750805,0.28546724,1.4395249,2.125245,18.923182,0.007701851,0.022451065,-0.002051713,0.010251255,0.009633773,0.0032353257,9.365122,17.549154,99.28138,924.9317,0.11687633,0.098234616,0.54967976,0.08238738,0.2517047,0.07691708
14.118927,19.267517,74.59462,278.6721,0.08753994,0.13808583,0.040393252,0.035837006,0.15140617,0.059489034,0.3243101,1.5057173,2.2459538,20.041405,0.0075286077,0.020152286,0.011674076,0.0118023325,0.014496023,0.003314336,12.98462,23.707577,118.90489,920.8408,0.126275,0.14419542,0.46659315,0.08834917,0.27506816,0.085049786
12.635126,23.106522,58.89157,157.7017,0.07948778,0.112342454,0.04650482,0.05653703,0.1620276,0.059362397,0.3837108,1.5446606,2.0606866,5.459377,0.007511538,0.016073909,-0.0014094169,0.009495448,0.011910856,0.0031036711,10.026642,17.276466,88.35203,882.4706,0.12166845,0.095658995,0.44484168,0.038529035,0.24290122,0.07919429
13.198532,20.96629,61.877884,127.8973,0.08158485,0.12678415,0.03182,0.049853075,0.14886723,0.060068645,0.37546542,1.4095873,2.502325,-5.616719,0.008191517,0.01421633,0.0066937786,0.011213347,0.012802395,0.0030986355,10.680813,20.237658,92.132355,784.9353,0.12734897,0.09416237,0.4169677,0.06119181,0.255346,0.085447654
13.048547,20.598284,68.59191,196.85277,0.07991007,0.12799896,0.031637773,0.036298435,0.14883724,0.05835572,0.32670268,1.658011,2.6651807,8.173189,0.008146807,0.016525198,0.0023775063,0.010728107,0.012570283,0.003393453,9.732617,18.493832,99.966415,726.25134,0.12109212,0.08594676,0.49562624,0.075324744,0.270727,0.08391736
13.331098,20.213406,70.95988,196.47972,0.07767755,0.12291188,0.06813644,0.033538934,0.14846987,0.057763502,0.38923475,1.3510647,2.8110304,27.319622,0.007826384,0.024716366,0.014052002,0.010341395,0.012807156,0.0033718497,12.375247,18.673199,99.71209,833.4645,0.12159161,0.095355995,0.51164216,0.099353746,0.24013162,0.08245304
